Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_random_metric,cond_mean_diff_random_metric,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
70,MagicNumber,2602.0,16843.0,7826.0,5764.0,33035.0,0.59,0.25,0.32,0.25,-0.01,0.31,0.32,0.16,0.59,-0.0,-0.21,0.82,0.9,0.0,,524,10945,552,10507,22528,0.51,0.49,0.05,0.49,-0.01,0.05,0.05,0.05,0.51,-0.0,-0.0,1.0,0.28,0.0,,49.74587648638281,-0.25766521181606805,False,0.54381063586288,0.05000000000000005,7777,394,16252,114953,16862,112813,260880,0.5,0.49,0.13,0.49,-0.01,0.13,0.13,0.11,0.5,-0.0,-0.0,1.0,0.55,0.0,,94,1129.0,8860.0,3653.0,2892.0,16534.0,0.6,0.24,0.29,0.24,-0.03,0.28,0.29,0.15,0.61,-0.01,-0.2,0.8,0.87,0.0,,48,171.0,5885.0,491.0,1889.0,8436.0,0.72,0.24,0.08,0.26,0.06,0.08,0.08,0.07,0.72,0.0,-0.05,0.8,0.4,0.0,,64,1191.0,2323.0,3793.0,758.0,8065.0,0.44,0.24,0.62,0.24,-0.01,0.61,0.62,0.21,0.44,-0.01,-0.43,0.8,0.96,0.0,
71,MethodCount,155.0,24206.0,463.0,8211.0,33035.0,0.74,0.25,0.02,0.25,-0.01,0.02,0.02,0.02,0.74,-0.0,-0.01,0.82,0.13,0.0,,10,11489,8,11021,22528,0.51,0.49,0.0,0.56,0.13,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,49.459546925566336,-0.5439947726325371,False,0.3554959728167467,0.020000000000000014,624,15,1719,130290,1525,127346,260880,0.51,0.49,0.01,0.53,0.07,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.1,0.0,,135,2.0,12504.0,9.0,4019.0,16534.0,0.76,0.24,0.0,0.18,-0.25,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,142,0.0,6376.0,0.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,99,142.0,5651.0,465.0,1807.0,8065.0,0.72,0.24,0.08,0.23,-0.03,0.07,0.08,0.06,0.72,-0.0,-0.05,0.8,0.39,0.0,
72,NPathComplexity,1439.0,20368.0,4301.0,6927.0,33035.0,0.66,0.25,0.17,0.25,-0.01,0.17,0.17,0.11,0.66,-0.0,-0.12,0.82,0.67,0.0,,227,11249,248,10804,22528,0.51,0.49,0.02,0.48,-0.02,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.15,0.0,,49.94163763066202,-0.06190406753685807,False,0.4066225607834967,0.05000000000000005,5017,251,10328,120661,11154,118737,260880,0.5,0.49,0.08,0.48,-0.03,0.08,0.08,0.07,0.5,-0.0,-0.01,1.0,0.41,0.0,,102,404.0,11189.0,1324.0,3617.0,16534.0,0.7,0.24,0.1,0.23,-0.04,0.1,0.11,0.08,0.7,-0.0,-0.07,0.8,0.48,0.0,,67,2.0,6370.0,6.0,2058.0,8436.0,0.76,0.24,0.0,0.25,0.02,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,,33,984.0,3096.0,3020.0,965.0,8065.0,0.51,0.24,0.5,0.25,0.02,0.5,0.49,0.2,0.5,0.01,-0.33,0.8,1.0,0.0,
73,MultipleStringLiterals,3219.0,15051.0,9618.0,5147.0,33035.0,0.55,0.25,0.39,0.25,-0.01,0.38,0.39,0.18,0.55,-0.0,-0.26,0.82,0.96,0.0,,688,10789,708,10343,22528,0.51,0.49,0.06,0.49,0.01,0.06,0.06,0.06,0.51,0.0,-0.0,1.0,0.34,0.0,,49.822700007789976,-0.1808416904088972,False,0.3338142511088357,0.040000000000000036,10482,384,16989,113511,18304,112076,260880,0.5,0.49,0.14,0.48,-0.03,0.13,0.14,0.12,0.5,-0.01,-0.01,1.0,0.57,0.0,,76,1475.0,7931.0,4582.0,2546.0,16534.0,0.57,0.24,0.37,0.24,0.0,0.37,0.37,0.17,0.57,0.0,-0.25,0.8,0.95,0.0,,53,139.0,5972.0,404.0,1921.0,8436.0,0.72,0.24,0.06,0.26,0.05,0.07,0.06,0.06,0.72,0.0,-0.04,0.8,0.34,0.0,,67,1486.0,1365.0,4751.0,463.0,8065.0,0.35,0.24,0.77,0.24,-0.01,0.76,0.78,0.22,0.36,-0.01,-0.53,0.8,0.77,0.0,
74,RightCurly,997.0,21707.0,2962.0,7369.0,33035.0,0.69,0.25,0.12,0.25,-0.01,0.12,0.12,0.09,0.69,-0.0,-0.08,0.82,0.53,0.0,,314,11160,337,10717,22528,0.51,0.49,0.03,0.48,-0.01,0.03,0.03,0.03,0.51,-0.0,-0.0,1.0,0.19,0.0,,49.94316746653195,-0.0603742316669269,False,0.21246108340556072,0.09999999999999998,2956,313,3970,127180,4635,125095,260880,0.5,0.49,0.03,0.46,-0.07,0.03,0.04,0.03,0.5,-0.0,-0.01,1.0,0.21,0.0,,67,438.0,11152.0,1361.0,3583.0,16534.0,0.7,0.24,0.11,0.24,0.0,0.11,0.11,0.08,0.7,0.0,-0.07,0.8,0.5,0.0,,114,21.0,6287.0,89.0,2039.0,8436.0,0.75,0.24,0.01,0.19,-0.22,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,,44,500.0,4566.0,1550.0,1449.0,8065.0,0.63,0.24,0.25,0.24,0.01,0.26,0.25,0.14,0.63,0.0,-0.17,0.8,0.82,0.0,
75,UncommentedMain,230.0,23981.0,688.0,8136.0,33035.0,0.73,0.25,0.03,0.25,-0.01,0.03,0.03,0.03,0.73,-0.0,-0.02,0.82,0.18,0.0,,5,11492,5,11026,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,50.37037037037037,0.3668286721714935,False,0.013821374169967348,0.020000000000000014,554,10,1178,130186,1629,127887,260880,0.5,0.49,0.01,0.42,-0.15,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.09,0.0,,114,90.0,12200.0,313.0,3931.0,16534.0,0.74,0.24,0.02,0.22,-0.08,0.02,0.03,0.02,0.74,-0.0,-0.02,0.8,0.17,0.0,,58,89.0,6113.0,263.0,1971.0,8436.0,0.74,0.24,0.04,0.25,0.04,0.04,0.04,0.04,0.73,0.0,-0.03,0.8,0.25,0.0,,122,36.0,5989.0,127.0,1913.0,8065.0,0.75,0.24,0.02,0.22,-0.09,0.02,0.02,0.02,0.75,-0.0,-0.01,0.8,0.14,0.0,
76,MissingJavadocType,3935.0,12967.0,11702.0,4431.0,33035.0,0.51,0.25,0.47,0.25,-0.01,0.47,0.47,0.2,0.51,-0.0,-0.31,0.82,1.0,0.0,,186,11297,200,10845,22528,0.51,0.49,0.02,0.48,-0.02,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.13,0.0,,50.09835646223699,0.0948147640381194,False,0.34731741106510805,0.020000000000000014,9837,242,6814,125074,6741,122251,260880,0.51,0.49,0.05,0.5,0.02,0.05,0.05,0.05,0.5,0.0,0.0,1.0,0.29,0.0,,74,1891.0,6593.0,5920.0,2130.0,16534.0,0.51,0.24,0.47,0.24,-0.0,0.47,0.47,0.19,0.51,-0.0,-0.32,0.8,1.0,0.0,,73,1064.0,3110.0,3266.0,996.0,8436.0,0.49,0.24,0.51,0.25,0.01,0.52,0.51,0.2,0.49,0.0,-0.35,0.8,1.0,0.0,,88,827.0,3447.0,2669.0,1122.0,8065.0,0.53,0.24,0.43,0.24,-0.02,0.42,0.44,0.18,0.53,-0.01,-0.3,0.8,0.99,0.0,
77,ReturnCount,2554.0,17087.0,7582.0,5812.0,33035.0,0.59,0.25,0.31,0.25,-0.01,0.31,0.31,0.16,0.6,-0.0,-0.2,0.82,0.89,0.0,,355,11144,353,10676,22528,0.51,0.49,0.03,0.5,0.02,0.03,0.03,0.03,0.51,0.0,0.0,1.0,0.2,0.0,,49.9154498816101,-0.08809181658877918,False,0.5683202399651038,0.030000000000000027,7978,287,14096,117737,14078,114969,260880,0.51,0.49,0.11,0.5,0.01,0.11,0.11,0.1,0.5,0.0,0.0,1.0,0.49,0.0,,56,1077.0,9219.0,3294.0,2944.0,16534.0,0.62,0.24,0.26,0.25,0.01,0.27,0.26,0.15,0.62,0.0,-0.18,0.8,0.83,0.0,,60,90.0,6109.0,267.0,1970.0,8436.0,0.73,0.24,0.04,0.25,0.03,0.04,0.04,0.04,0.73,0.0,-0.03,0.8,0.25,0.0,,70,1289.0,1997.0,4119.0,660.0,8065.0,0.41,0.24,0.67,0.24,-0.01,0.66,0.67,0.21,0.41,-0.01,-0.46,0.8,0.91,0.0,
78,CyclomaticComplexity,2001.0,18719.0,5950.0,6365.0,33035.0,0.63,0.25,0.24,0.25,-0.01,0.24,0.24,0.14,0.63,-0.0,-0.16,0.82,0.8,0.0,,274,11189,308,10757,22528,0.51,0.49,0.03,0.47,-0.04,0.02,0.03,0.02,0.51,-0.0,-0.0,1.0,0.17,0.0,,50.27644321468998,0.2729015164910962,False,0.6003370752865165,0.040000000000000036,6719,262,12608,118093,13722,116457,260880,0.5,0.49,0.1,0.48,-0.03,0.1,0.1,0.09,0.5,-0.01,-0.01,1.0,0.47,0.0,,90,661.0,10386.0,2127.0,3360.0,16534.0,0.67,0.24,0.17,0.24,-0.03,0.16,0.17,0.11,0.67,-0.0,-0.12,0.8,0.65,0.0,,112,7.0,6347.0,29.0,2053.0,8436.0,0.75,0.24,0.0,0.19,-0.2,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,43,1255.0,2244.0,3872.0,694.0,8065.0,0.43,0.24,0.64,0.24,0.01,0.64,0.63,0.22,0.43,0.01,-0.43,0.8,0.95,0.0,
79,AbbreviationAsWordInName,330.0,23682.0,987.0,8036.0,33035.0,0.73,0.25,0.04,0.25,-0.01,0.04,0.04,0.04,0.73,-0.0,-0.03,0.82,0.24,0.0,,30,11456,41,11001,22528,0.51,0.49,0.0,0.42,-0.14,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,50.52999240698557,0.5264507087866903,False,0.17539752794743496,0.040000000000000036,1038,48,2624,128942,2873,126441,260880,0.5,0.49,0.02,0.48,-0.04,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.15,0.0,,46,127.0,12127.0,386.0,3894.0,16534.0,0.74,0.24,0.03,0.25,0.02,0.03,0.03,0.03,0.74,0.0,-0.02,0.8,0.2,0.0,,91,21.0,6309.0,67.0,2039.0,8436.0,0.75,0.24,0.01,0.24,-0.02,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.08,0.0,,113,163.0,5563.0,553.0,1786.0,8065.0,0.71,0.24,0.09,0.23,-0.06,0.08,0.09,0.07,0.71,-0.0,-0.06,0.8,0.43,0.0,
80,WriteTag,4538.0,11091.0,13578.0,3828.0,33035.0,0.47,0.25,0.55,0.25,-0.01,0.54,0.55,0.21,0.48,-0.01,-0.37,0.82,0.99,0.0,,276,11211,286,10755,22528,0.51,0.49,0.02,0.49,0.0,0.03,0.02,0.02,0.51,0.0,-0.0,1.0,0.17,0.0,,49.993486420843446,-0.010055277355426995,False,0.3292940083179429,0.020000000000000014,11688,261,6176,125062,6753,122889,260880,0.5,0.49,0.05,0.48,-0.03,0.05,0.05,0.05,0.5,-0.0,-0.0,1.0,0.28,0.0,,86,2130.0,5801.0,6712.0,1891.0,16534.0,0.48,0.24,0.53,0.24,-0.01,0.53,0.54,0.2,0.48,-0.01,-0.37,0.8,1.0,0.0,,85,1122.0,2905.0,3471.0,938.0,8436.0,0.48,0.24,0.54,0.24,0.0,0.54,0.54,0.2,0.48,0.0,-0.37,0.8,0.99,0.0,,80,1105.0,2540.0,3576.0,844.0,8065.0,0.45,0.24,0.58,0.24,-0.02,0.57,0.58,0.2,0.46,-0.01,-0.4,0.8,0.98,0.0,
81,ParenPad,686.0,22614.0,2055.0,7680.0,33035.0,0.71,0.25,0.08,0.25,-0.01,0.08,0.08,0.07,0.71,-0.0,-0.06,0.82,0.41,0.0,,283,11203,294,10748,22528,0.51,0.49,0.03,0.49,0.0,0.03,0.03,0.02,0.51,0.0,-0.0,1.0,0.17,0.0,,50.7117840204305,0.7082423222316194,False,0.09525112458386252,0.16000000000000006,1896,350,3565,127743,4072,125500,260880,0.5,0.49,0.03,0.47,-0.06,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.19,0.0,,58,294.0,11608.0,905.0,3727.0,16534.0,0.72,0.24,0.07,0.25,0.01,0.07,0.07,0.06,0.72,0.0,-0.05,0.8,0.38,0.0,,61,60.0,6197.0,179.0,2000.0,8436.0,0.74,0.24,0.03,0.25,0.03,0.03,0.03,0.03,0.74,0.0,-0.02,0.8,0.19,0.0,,91,305.0,5118.0,998.0,1644.0,8065.0,0.67,0.24,0.16,0.23,-0.03,0.16,0.16,0.1,0.67,-0.0,-0.11,0.8,0.64,0.0,
82,ModifierOrder,536.0,23066.0,1603.0,7830.0,33035.0,0.71,0.25,0.06,0.25,-0.01,0.06,0.06,0.05,0.71,-0.0,-0.04,0.82,0.35,0.0,,107,11398,99,10924,22528,0.51,0.49,0.01,0.52,0.06,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.08,0.0,,50.300140252454426,0.2965985542555387,False,0.05719572149715814,0.08999999999999997,1438,146,3678,128026,3789,125387,260880,0.5,0.49,0.03,0.49,-0.0,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.19,0.0,,40,229.0,11824.0,689.0,3792.0,16534.0,0.73,0.24,0.06,0.25,0.03,0.06,0.06,0.05,0.73,0.0,-0.04,0.8,0.31,0.0,,64,47.0,6237.0,139.0,2013.0,8436.0,0.74,0.24,0.02,0.25,0.03,0.02,0.02,0.02,0.74,0.0,-0.01,0.8,0.15,0.0,,109,241.0,5322.0,794.0,1708.0,8065.0,0.69,0.24,0.13,0.23,-0.04,0.12,0.13,0.09,0.69,-0.0,-0.09,0.8,0.55,0.0,
83,AvoidInlineConditionals,2602.0,16899.0,7770.0,5764.0,33035.0,0.59,0.25,0.31,0.25,-0.01,0.31,0.31,0.16,0.59,-0.0,-0.21,0.82,0.9,0.0,,440,11050,447,10591,22528,0.51,0.49,0.04,0.5,0.01,0.04,0.04,0.04,0.51,0.0,-0.0,1.0,0.24,0.0,,49.76571538758195,-0.23782631061693135,False,0.6382622119704303,0.040000000000000036,8011,293,16335,114709,17106,112730,260880,0.5,0.49,0.13,0.49,-0.01,0.13,0.13,0.11,0.5,-0.0,-0.01,1.0,0.55,0.0,,88,1094.0,8998.0,3515.0,2927.0,16534.0,0.61,0.24,0.28,0.24,-0.02,0.27,0.28,0.15,0.61,-0.01,-0.19,0.8,0.85,0.0,,89,111.0,6027.0,349.0,1949.0,8436.0,0.73,0.24,0.05,0.24,-0.01,0.05,0.05,0.05,0.73,-0.0,-0.04,0.8,0.31,0.0,,38,1293.0,2106.0,4010.0,656.0,8065.0,0.42,0.24,0.66,0.24,0.01,0.66,0.66,0.22,0.42,0.01,-0.44,0.8,0.93,0.0,
84,VisibilityModifier,1890.0,19048.0,5621.0,6476.0,33035.0,0.63,0.25,0.23,0.25,-0.01,0.23,0.23,0.14,0.63,-0.0,-0.15,0.82,0.77,0.0,,383,11113,384,10648,22528,0.51,0.49,0.03,0.5,0.02,0.03,0.03,0.03,0.51,0.0,-0.0,1.0,0.21,0.0,,50.039941419251754,0.036399721052880814,False,0.1069241041161756,0.05000000000000005,6021,328,12695,117688,14127,116370,260880,0.5,0.49,0.1,0.47,-0.04,0.1,0.11,0.09,0.5,-0.01,-0.01,1.0,0.48,0.0,,65,793.0,10034.0,2479.0,3228.0,16534.0,0.65,0.24,0.2,0.24,-0.0,0.2,0.2,0.12,0.66,-0.0,-0.13,0.8,0.72,0.0,,57,161.0,5901.0,475.0,1899.0,8436.0,0.72,0.24,0.08,0.25,0.04,0.08,0.07,0.06,0.72,0.0,-0.05,0.8,0.39,0.0,,77,862.0,3375.0,2741.0,1087.0,8065.0,0.53,0.24,0.45,0.24,-0.01,0.44,0.45,0.18,0.53,-0.0,-0.31,0.8,0.99,0.0,
85,MissingJavadocPackage,1.0,24666.0,3.0,8365.0,33035.0,0.75,0.25,0.0,0.25,-0.01,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.0,0.0,,0,11497,0,11031,22528,0.51,0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,37.0,-13.00354169819888,False,-0.003168739943070995,0.0,2,0,94,131761,54,128971,260880,0.51,0.49,0.0,0.64,0.28,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,149,0.0,12512.0,1.0,4021.0,16534.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.0,0.0,,21,1.0,6374.0,2.0,2059.0,8436.0,0.76,0.24,0.0,0.33,0.37,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.0,0.0,,147,0.0,6116.0,0.0,1949.0,8065.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,
86,InterfaceTypeParameterName,10.0,24639.0,30.0,8356.0,33035.0,0.75,0.25,0.0,0.25,-0.01,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.01,0.0,,1,11496,1,11030,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,53.175,3.1714583018011164,False,0.0045972682532185,0.040000000000000036,23,1,54,131784,31,129011,260880,0.51,0.49,0.0,0.64,0.28,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,104,3.0,12503.0,10.0,4018.0,16534.0,0.76,0.24,0.0,0.23,-0.05,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,127,1.0,6367.0,9.0,2059.0,8436.0,0.75,0.24,0.0,0.1,-0.59,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,8,5.0,6104.0,12.0,1944.0,8065.0,0.76,0.24,0.0,0.29,0.22,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.02,0.0,
87,Indentation,4273.0,11859.0,12810.0,4093.0,33035.0,0.49,0.25,0.52,0.25,-0.01,0.51,0.52,0.2,0.49,-0.01,-0.35,0.82,1.0,0.0,,805,10678,819,10226,22528,0.51,0.49,0.07,0.5,0.01,0.07,0.07,0.07,0.51,0.0,-0.0,1.0,0.37,0.0,,49.79611309488966,-0.20742860330922494,False,0.8727437772372528,0.040000000000000036,10997,462,6390,124531,7284,122675,260880,0.5,0.49,0.05,0.47,-0.06,0.05,0.06,0.05,0.5,-0.01,-0.01,1.0,0.3,0.0,,60,2015.0,6362.0,6151.0,2006.0,16534.0,0.51,0.24,0.49,0.25,0.01,0.5,0.49,0.2,0.5,0.01,-0.33,0.8,1.0,0.0,,96,834.0,3658.0,2718.0,1226.0,8436.0,0.53,0.24,0.42,0.23,-0.04,0.4,0.43,0.17,0.54,-0.01,-0.3,0.8,0.98,0.0,,89,1252.0,2003.0,4113.0,697.0,8065.0,0.4,0.24,0.67,0.23,-0.03,0.64,0.67,0.21,0.41,-0.03,-0.47,0.8,0.92,0.0,
88,UnnecessaryParentheses,1085.0,21442.0,3227.0,7281.0,33035.0,0.68,0.25,0.13,0.25,-0.01,0.13,0.13,0.09,0.68,-0.0,-0.09,0.82,0.56,0.0,,235,11272,225,10796,22528,0.51,0.49,0.02,0.51,0.04,0.02,0.02,0.02,0.51,0.0,0.0,1.0,0.14,0.0,,50.096706864564005,0.09316516636512516,False,0.4866900768947269,0.07999999999999996,3148,270,9297,122497,9318,119768,260880,0.51,0.49,0.07,0.5,0.01,0.07,0.07,0.07,0.5,0.0,-0.0,1.0,0.37,0.0,,35,387.0,11369.0,1144.0,3634.0,16534.0,0.71,0.24,0.09,0.25,0.04,0.1,0.09,0.07,0.71,0.0,-0.06,0.8,0.45,0.0,,100,33.0,6266.0,110.0,2027.0,8436.0,0.75,0.24,0.02,0.23,-0.05,0.02,0.02,0.02,0.75,-0.0,-0.01,0.8,0.12,0.0,,93,621.0,4099.0,2017.0,1328.0,8065.0,0.59,0.24,0.33,0.24,-0.03,0.32,0.33,0.16,0.59,-0.01,-0.23,0.8,0.91,0.0,
89,AvoidStaticImport,1763.0,19355.0,5314.0,6603.0,33035.0,0.64,0.25,0.21,0.25,-0.02,0.21,0.22,0.13,0.64,-0.0,-0.14,0.82,0.75,0.0,,249,11206,291,10782,22528,0.51,0.49,0.02,0.46,-0.06,0.02,0.03,0.02,0.51,-0.0,-0.0,1.0,0.16,0.0,,49.93344637558289,-0.07009532261600526,False,0.11407074368249352,0.040000000000000036,4952,233,9092,123473,8342,119973,260880,0.51,0.49,0.07,0.52,0.05,0.07,0.06,0.07,0.5,0.01,0.01,1.0,0.35,0.0,,91,847.0,9768.0,2745.0,3174.0,16534.0,0.64,0.24,0.22,0.24,-0.03,0.21,0.22,0.13,0.65,-0.0,-0.15,0.8,0.76,0.0,,54,215.0,5750.0,626.0,1845.0,8436.0,0.71,0.24,0.1,0.26,0.05,0.1,0.1,0.08,0.7,0.0,-0.06,0.8,0.47,0.0,,86,628.0,4100.0,2016.0,1321.0,8065.0,0.59,0.24,0.33,0.24,-0.02,0.32,0.33,0.16,0.59,-0.0,-0.23,0.8,0.91,0.0,
90,InterfaceIsType,30.0,24578.0,91.0,8336.0,33035.0,0.74,0.25,0.0,0.25,-0.02,0.0,0.0,0.0,0.74,-0.0,-0.0,0.82,0.03,0.0,,3,11497,0,11028,22528,0.51,0.49,0.0,1.0,1.04,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,51.752066115702476,1.748524417503596,False,0.0136713501248395,0.030000000000000027,112,3,169,131704,111,128896,260880,0.51,0.49,0.0,0.6,0.22,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,78,12.0,12475.0,38.0,4009.0,16534.0,0.76,0.24,0.0,0.24,-0.01,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.03,0.0,,70,10.0,6346.0,30.0,2050.0,8436.0,0.75,0.24,0.0,0.25,0.02,0.0,0.0,0.0,0.75,0.0,-0.0,0.8,0.04,0.0,,18,8.0,6093.0,23.0,1941.0,8065.0,0.76,0.24,0.0,0.26,0.07,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.04,0.0,
91,ExplicitInitialization,1100.0,21330.0,3339.0,7266.0,33035.0,0.68,0.25,0.13,0.25,-0.02,0.13,0.14,0.09,0.68,-0.0,-0.09,0.82,0.57,0.0,,200,11306,191,10831,22528,0.51,0.49,0.02,0.51,0.04,0.02,0.02,0.02,0.51,0.0,0.0,1.0,0.13,0.0,,49.69993241721107,-0.30360928098779993,False,0.31420758504662605,0.05000000000000005,3837,196,7281,123762,8053,121784,260880,0.5,0.49,0.06,0.47,-0.04,0.06,0.06,0.05,0.5,-0.0,-0.01,1.0,0.32,0.0,,97,400.0,11195.0,1318.0,3621.0,16534.0,0.7,0.24,0.1,0.23,-0.04,0.1,0.11,0.07,0.7,-0.0,-0.07,0.8,0.48,0.0,,120,21.0,6274.0,102.0,2039.0,8436.0,0.75,0.24,0.01,0.17,-0.3,0.01,0.02,0.01,0.75,-0.0,-0.01,0.8,0.11,0.0,,35,639.0,4157.0,1959.0,1310.0,8065.0,0.59,0.24,0.32,0.25,0.02,0.33,0.32,0.16,0.59,0.0,-0.22,0.8,0.91,0.0,
92,ExecutableStatementCount,1671.0,19612.0,5057.0,6695.0,33035.0,0.64,0.25,0.2,0.25,-0.02,0.2,0.2,0.12,0.65,-0.0,-0.14,0.82,0.73,0.0,,222,11250,247,10809,22528,0.51,0.49,0.02,0.47,-0.03,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.15,0.0,,49.90294292508918,-0.10059877310970222,False,0.4964445288361611,0.040000000000000036,5718,246,13067,118985,12830,115998,260880,0.51,0.49,0.1,0.5,0.02,0.1,0.1,0.09,0.5,0.0,0.0,1.0,0.47,0.0,,98,508.0,10845.0,1668.0,3513.0,16534.0,0.69,0.24,0.13,0.23,-0.04,0.13,0.13,0.09,0.69,-0.0,-0.09,0.8,0.56,0.0,,23,4.0,6367.0,9.0,2056.0,8436.0,0.76,0.24,0.0,0.31,0.26,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.02,0.0,,53,1096.0,2673.0,3443.0,853.0,8065.0,0.47,0.24,0.56,0.24,-0.0,0.56,0.56,0.2,0.47,-0.0,-0.38,0.8,0.99,0.0,
