Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_size,cond_mean_diff_avg_coupling_size,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
90,AvoidInlineConditionals,1769.0,16316.0,8603.0,6347.0,33035.0,0.55,0.25,0.31,0.17,-0.31,0.22,0.35,0.11,0.59,-0.08,-0.27,0.8,0.9,0.01,,348,12332,539,9309,22528,0.56,0.43,0.04,0.39,-0.08,0.04,0.04,0.03,0.57,-0.01,-0.01,0.99,0.24,0.0,,141.31931823059097,-54.19204066705442,False,0.6382622119704303,0.040000000000000036,7885,290,13471,129303,19970,98136,260880,0.55,0.43,0.13,0.4,-0.06,0.12,0.13,0.1,0.55,-0.01,-0.04,0.98,0.55,0.0,,96,869.0,9173.0,3740.0,2752.0,16534.0,0.61,0.22,0.28,0.19,-0.14,0.24,0.29,0.12,0.62,-0.03,-0.22,0.76,0.85,0.0,,72,166.0,4845.0,294.0,3131.0,8436.0,0.59,0.39,0.05,0.36,-0.08,0.05,0.06,0.05,0.6,-0.01,-0.02,0.97,0.31,0.0,,93,734.0,2298.0,4569.0,464.0,8065.0,0.38,0.15,0.66,0.14,-0.07,0.61,0.67,0.13,0.39,-0.03,-0.56,0.61,0.93,0.0,
91,SingleLineJavadoc,74.0,24554.0,365.0,8042.0,33035.0,0.75,0.25,0.01,0.17,-0.31,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,,8,12855,16,9649,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,121.74928133603588,-73.76207756160949,False,0.037038551659952734,0.040000000000000036,367,16,177,148758,515,111430,260880,0.57,0.43,0.0,0.26,-0.4,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.03,0.0,,107,26.0,12789.0,124.0,3595.0,16534.0,0.78,0.22,0.01,0.17,-0.21,0.01,0.01,0.01,0.78,-0.0,-0.01,0.76,0.07,0.0,,108,12.0,5090.0,49.0,3285.0,8436.0,0.6,0.39,0.01,0.2,-0.5,0.0,0.01,0.0,0.61,-0.0,-0.01,0.97,0.06,0.0,,47,36.0,6675.0,192.0,1162.0,8065.0,0.83,0.15,0.03,0.16,0.06,0.03,0.03,0.03,0.83,0.0,-0.02,0.61,0.19,0.0,
92,SimplifyBooleanReturn,22.0,24811.0,108.0,8094.0,33035.0,0.75,0.25,0.0,0.17,-0.31,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,12,12863,8,9645,22528,0.57,0.43,0.0,0.6,0.4,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,107.48932478547688,-88.0220341121685,False,0.0538249944913418,0.13,116,18,248,148995,278,111359,260880,0.57,0.43,0.0,0.47,0.1,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.02,0.0,,8,12.0,12893.0,20.0,3609.0,16534.0,0.78,0.22,0.0,0.38,0.71,0.0,0.0,0.0,0.78,0.0,-0.0,0.76,0.02,0.0,,124,0.0,5138.0,1.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,123,10.0,6780.0,87.0,1188.0,8065.0,0.84,0.15,0.01,0.1,-0.31,0.01,0.01,0.01,0.84,-0.0,-0.01,0.61,0.09,0.0,
93,WhitespaceAround,1343.0,18333.0,6586.0,6773.0,33035.0,0.6,0.25,0.24,0.17,-0.31,0.17,0.26,0.09,0.63,-0.06,-0.21,0.8,0.8,0.01,,753,11930,941,8904,22528,0.56,0.43,0.08,0.44,0.04,0.08,0.07,0.07,0.56,0.0,-0.01,0.99,0.39,0.0,,171.72300021557868,-23.788358682066697,False,0.16366976052439286,0.13,5855,846,10029,136321,12952,101578,260880,0.56,0.43,0.09,0.44,0.02,0.09,0.09,0.08,0.56,0.0,-0.02,0.98,0.43,0.0,,112,612.0,9848.0,3065.0,3009.0,16534.0,0.63,0.22,0.22,0.17,-0.24,0.17,0.24,0.09,0.66,-0.04,-0.19,0.76,0.76,0.0,,75,329.0,4522.0,617.0,2968.0,8436.0,0.58,0.39,0.11,0.35,-0.11,0.1,0.12,0.08,0.58,-0.02,-0.06,0.97,0.51,0.0,,110,402.0,3963.0,2904.0,796.0,8065.0,0.54,0.15,0.41,0.12,-0.18,0.34,0.42,0.1,0.56,-0.04,-0.36,0.61,0.98,0.0,
94,IllegalType,282.0,23545.0,1374.0,7834.0,33035.0,0.72,0.25,0.05,0.17,-0.31,0.03,0.06,0.03,0.73,-0.01,-0.04,0.8,0.29,0.0,,63,12770,101,9594,22528,0.57,0.43,0.01,0.38,-0.1,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.06,0.0,,143.95183369967708,-51.55952519796827,False,0.10397898125670807,0.07999999999999996,1319,110,2265,145386,3887,109342,260880,0.57,0.43,0.02,0.37,-0.14,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.16,0.0,,73,109.0,12509.0,404.0,3512.0,16534.0,0.76,0.22,0.03,0.21,-0.03,0.03,0.03,0.03,0.76,-0.0,-0.02,0.76,0.2,0.0,,88,14.0,5110.0,29.0,3283.0,8436.0,0.61,0.39,0.01,0.33,-0.17,0.0,0.01,0.0,0.61,-0.0,-0.0,0.97,0.05,0.0,,80,159.0,5926.0,941.0,1039.0,8065.0,0.75,0.15,0.14,0.14,-0.03,0.13,0.14,0.07,0.76,-0.0,-0.11,0.61,0.57,0.0,
95,SeparatorWrap,1973.0,15317.0,9602.0,6143.0,33035.0,0.52,0.25,0.35,0.17,-0.31,0.24,0.39,0.11,0.58,-0.09,-0.31,0.8,0.93,0.01,,428,12345,526,9229,22528,0.57,0.43,0.04,0.45,0.05,0.04,0.04,0.04,0.57,0.0,-0.01,0.99,0.25,0.0,,133.62955783176548,-61.8818010658799,False,0.3890301774441552,0.040000000000000036,7791,304,12160,122514,26759,99447,260880,0.52,0.43,0.15,0.31,-0.27,0.11,0.18,0.09,0.55,-0.06,-0.1,0.98,0.61,0.01,,110,1015.0,7974.0,4939.0,2606.0,16534.0,0.54,0.22,0.36,0.17,-0.22,0.28,0.38,0.12,0.58,-0.06,-0.3,0.76,0.94,0.01,,73,457.0,4295.0,844.0,2840.0,8436.0,0.56,0.39,0.15,0.35,-0.1,0.14,0.16,0.11,0.58,-0.02,-0.08,0.97,0.62,0.0,,113,501.0,3048.0,3819.0,697.0,8065.0,0.44,0.15,0.54,0.12,-0.22,0.42,0.56,0.1,0.47,-0.07,-0.48,0.61,1.0,0.01,
96,GenericWhitespace,44.0,24699.0,220.0,8072.0,33035.0,0.75,0.25,0.01,0.17,-0.32,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.07,0.0,,37,12819,52,9620,22528,0.57,0.43,0.0,0.42,-0.03,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.04,0.0,,114.1422672108412,-81.3690916868042,False,0.02156877204991316,0.25,218,74,292,148245,1028,111315,260880,0.57,0.43,0.01,0.22,-0.48,0.0,0.01,0.0,0.57,-0.0,-0.0,0.98,0.05,0.0,,108,17.0,12830.0,83.0,3604.0,16534.0,0.78,0.22,0.01,0.17,-0.22,0.0,0.01,0.0,0.78,-0.0,-0.01,0.76,0.05,0.0,,109,4.0,5122.0,17.0,3293.0,8436.0,0.61,0.39,0.0,0.19,-0.51,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.03,0.0,,44,23.0,6747.0,120.0,1175.0,8065.0,0.84,0.15,0.02,0.16,0.08,0.02,0.02,0.02,0.84,0.0,-0.01,0.61,0.13,0.0,
97,IllegalImport,4.0,24899.0,20.0,8112.0,33035.0,0.75,0.25,0.0,0.17,-0.32,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,,3,12867,4,9654,22528,0.57,0.43,0.0,0.43,-0.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,90.48001959393262,-105.03133930371277,False,0.010871394765520131,0.33,12,6,131,149084,189,111476,260880,0.57,0.43,0.0,0.41,-0.04,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,,139,0.0,12906.0,7.0,3621.0,16534.0,0.78,0.22,0.0,0.0,-1.0,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.01,0.0,,81,1.0,5137.0,2.0,3296.0,8436.0,0.61,0.39,0.0,0.33,-0.15,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,6,3.0,6856.0,11.0,1195.0,8065.0,0.85,0.15,0.0,0.21,0.44,0.0,0.0,0.0,0.85,0.0,-0.0,0.61,0.02,0.0,
98,MethodLength,334.0,23234.0,1685.0,7782.0,33035.0,0.71,0.25,0.06,0.17,-0.33,0.04,0.07,0.03,0.72,-0.01,-0.05,0.8,0.33,0.0,,46,12765,106,9611,22528,0.57,0.43,0.01,0.3,-0.29,0.0,0.01,0.0,0.57,-0.0,-0.0,0.99,0.06,0.0,,133.75264954389806,-61.75870935374732,False,0.3238528755431664,0.05000000000000005,1888,106,4051,143875,5398,107556,260880,0.57,0.43,0.04,0.43,0.0,0.04,0.04,0.03,0.57,0.0,-0.01,0.98,0.22,0.0,,83,48.0,12723.0,190.0,3573.0,16534.0,0.77,0.22,0.01,0.2,-0.08,0.01,0.01,0.01,0.77,-0.0,-0.01,0.76,0.11,0.0,,139,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,41,286.0,5372.0,1495.0,912.0,8065.0,0.7,0.15,0.22,0.16,0.08,0.24,0.22,0.11,0.7,0.01,-0.18,0.61,0.76,0.0,
99,JavaNCSS,816.0,20801.0,4118.0,7300.0,33035.0,0.65,0.25,0.15,0.17,-0.33,0.1,0.17,0.07,0.68,-0.04,-0.13,0.8,0.61,0.0,,157,12641,230,9500,22528,0.57,0.43,0.02,0.41,-0.05,0.02,0.02,0.02,0.57,-0.0,-0.01,0.99,0.13,0.0,,149.00906921383233,-46.502289683813046,False,0.4583635533765757,0.05000000000000005,4371,217,8512,136639,12634,103095,260880,0.56,0.43,0.08,0.4,-0.06,0.08,0.08,0.07,0.56,-0.01,-0.03,0.98,0.41,0.0,,90,238.0,11918.0,995.0,3383.0,16534.0,0.74,0.22,0.07,0.19,-0.12,0.07,0.08,0.05,0.74,-0.01,-0.06,0.76,0.38,0.0,,134,0.0,5136.0,3.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,53,578.0,3747.0,3120.0,620.0,8065.0,0.54,0.15,0.46,0.16,0.05,0.48,0.45,0.13,0.53,0.01,-0.37,0.61,1.0,0.0,
100,JavadocMethod,1429.0,17612.0,7307.0,6687.0,33035.0,0.58,0.25,0.26,0.16,-0.33,0.18,0.29,0.09,0.62,-0.07,-0.24,0.8,0.83,0.01,,386,12354,517,9271,22528,0.57,0.43,0.04,0.43,-0.0,0.04,0.04,0.04,0.57,-0.0,-0.01,0.99,0.24,0.0,,136.0460231003625,-59.46533579728289,False,0.7748704892363613,0.040000000000000036,7216,284,12563,135063,14210,99044,260880,0.57,0.43,0.1,0.47,0.1,0.11,0.1,0.1,0.56,0.02,-0.01,0.98,0.48,0.0,,98,689.0,9833.0,3080.0,2932.0,16534.0,0.64,0.22,0.23,0.18,-0.17,0.19,0.24,0.1,0.65,-0.03,-0.19,0.76,0.77,0.0,,89,156.0,4813.0,326.0,3141.0,8436.0,0.59,0.39,0.06,0.32,-0.17,0.05,0.06,0.04,0.6,-0.01,-0.03,0.97,0.32,0.0,,101,584.0,2966.0,3901.0,614.0,8065.0,0.44,0.15,0.56,0.13,-0.12,0.49,0.57,0.11,0.46,-0.04,-0.48,0.61,0.99,0.0,
101,NestedTryDepth,71.0,24555.0,364.0,8045.0,33035.0,0.75,0.25,0.01,0.16,-0.34,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,,19,12844,27,9638,22528,0.57,0.43,0.0,0.41,-0.04,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,,126.46585088367338,-69.045508013972,False,0.09311845760583204,0.06999999999999995,380,30,593,148266,1007,111014,260880,0.57,0.43,0.01,0.37,-0.13,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.05,0.0,,39,25.0,12832.0,81.0,3596.0,16534.0,0.78,0.22,0.01,0.24,0.08,0.01,0.01,0.01,0.78,0.0,-0.0,0.76,0.06,0.0,,123,0.0,5138.0,1.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,92,46.0,6585.0,282.0,1152.0,8065.0,0.82,0.15,0.04,0.14,-0.06,0.04,0.04,0.03,0.82,-0.0,-0.03,0.61,0.25,0.0,
102,BooleanExpressionComplexity,270.0,23514.0,1405.0,7846.0,33035.0,0.72,0.25,0.05,0.16,-0.34,0.03,0.06,0.03,0.73,-0.01,-0.05,0.8,0.29,0.0,,50,12785,86,9607,22528,0.57,0.43,0.01,0.37,-0.14,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.05,0.0,,136.76957600793182,-58.74178288971356,False,0.15952947116741875,0.06000000000000005,1460,90,4962,143923,5350,106645,260880,0.57,0.43,0.04,0.48,0.12,0.04,0.04,0.04,0.57,0.01,-0.0,0.98,0.24,0.0,,81,74.0,12623.0,290.0,3547.0,16534.0,0.77,0.22,0.02,0.2,-0.07,0.02,0.02,0.02,0.77,-0.0,-0.02,0.76,0.15,0.0,,36,4.0,5134.0,5.0,3293.0,8436.0,0.61,0.39,0.0,0.44,0.14,0.0,0.0,0.0,0.61,0.0,-0.0,0.97,0.01,0.0,,77,192.0,5757.0,1110.0,1006.0,8065.0,0.74,0.15,0.16,0.15,-0.01,0.16,0.16,0.08,0.74,-0.0,-0.13,0.61,0.64,0.0,
103,AbbreviationAsWordInName,213.0,23815.0,1104.0,7903.0,33035.0,0.73,0.25,0.04,0.16,-0.34,0.03,0.04,0.02,0.73,-0.01,-0.04,0.8,0.24,0.0,,30,12830,41,9627,22528,0.57,0.43,0.0,0.42,-0.01,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,,141.14159574491026,-54.36976315273514,False,0.17539752794743496,0.05000000000000005,1004,49,2448,146224,3049,109159,260880,0.57,0.43,0.02,0.45,0.04,0.02,0.02,0.02,0.57,0.0,-0.0,0.98,0.15,0.0,,115,82.0,12482.0,431.0,3539.0,16534.0,0.76,0.22,0.03,0.16,-0.27,0.02,0.03,0.02,0.76,-0.0,-0.03,0.76,0.2,0.0,,90,28.0,5079.0,60.0,3269.0,8436.0,0.61,0.39,0.01,0.32,-0.19,0.01,0.01,0.01,0.61,-0.0,-0.01,0.97,0.08,0.0,,79,103.0,6254.0,613.0,1095.0,8065.0,0.79,0.15,0.09,0.14,-0.03,0.09,0.09,0.06,0.79,-0.0,-0.07,0.61,0.43,0.0,
104,NPathComplexity,918.0,20097.0,4822.0,7198.0,33035.0,0.64,0.25,0.17,0.16,-0.35,0.11,0.19,0.07,0.67,-0.04,-0.16,0.8,0.67,0.01,,185,12581,290,9472,22528,0.57,0.43,0.02,0.39,-0.09,0.02,0.02,0.02,0.57,-0.0,-0.01,0.99,0.15,0.0,,155.2457545778008,-40.26560431984458,False,0.4066225607834967,0.05000000000000005,4934,252,9980,137771,11502,101627,260880,0.57,0.43,0.08,0.46,0.09,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.41,0.0,,97,320.0,11505.0,1408.0,3301.0,16534.0,0.72,0.22,0.1,0.19,-0.15,0.09,0.11,0.06,0.72,-0.01,-0.08,0.76,0.48,0.0,,118,1.0,5132.0,7.0,3296.0,8436.0,0.61,0.39,0.0,0.12,-0.68,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,68,597.0,3460.0,3407.0,601.0,8065.0,0.5,0.15,0.5,0.15,0.0,0.5,0.5,0.13,0.5,0.0,-0.41,0.61,1.0,0.0,
105,MethodTypeParameterName,17.0,24830.0,89.0,8099.0,33035.0,0.75,0.25,0.0,0.16,-0.35,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,7,12869,2,9650,22528,0.57,0.43,0.0,0.78,0.81,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,113.00778667200984,-82.50357222563555,False,0.028513009532479983,0.040000000000000036,110,5,90,149118,155,111517,260880,0.57,0.43,0.0,0.37,-0.14,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,,44,9.0,12883.0,30.0,3612.0,16534.0,0.78,0.22,0.0,0.23,0.05,0.0,0.0,0.0,0.78,0.0,-0.0,0.76,0.02,0.0,,130,0.0,5138.0,1.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,109,8.0,6809.0,58.0,1190.0,8065.0,0.85,0.15,0.01,0.12,-0.18,0.01,0.01,0.01,0.85,-0.0,-0.01,0.61,0.07,0.0,
106,EqualsAvoidNull,231.0,23688.0,1231.0,7885.0,33035.0,0.72,0.25,0.04,0.16,-0.36,0.03,0.05,0.02,0.73,-0.01,-0.04,0.8,0.26,0.0,,97,12751,120,9560,22528,0.57,0.43,0.01,0.45,0.04,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.08,0.0,,162.80999784521,-32.70136105243537,False,0.13387513763799685,0.09999999999999998,1255,142,2284,145454,3819,109323,260880,0.57,0.43,0.02,0.37,-0.13,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.16,0.0,,105,67.0,12593.0,320.0,3554.0,16534.0,0.77,0.22,0.02,0.17,-0.21,0.02,0.02,0.02,0.77,-0.0,-0.02,0.76,0.16,0.0,,107,5.0,5119.0,20.0,3292.0,8436.0,0.61,0.39,0.0,0.2,-0.49,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.03,0.0,,58,159.0,5976.0,891.0,1039.0,8065.0,0.76,0.15,0.13,0.15,0.02,0.13,0.13,0.08,0.76,0.0,-0.11,0.61,0.56,0.0,
107,NoLineWrap,2.0,24908.0,11.0,8114.0,33035.0,0.75,0.25,0.0,0.15,-0.37,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,,2,12869,2,9655,22528,0.57,0.43,0.0,0.5,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,,92.46549715744284,-103.04586174020254,False,0.004941802995296936,0.27,11,4,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,,146,0.0,12911.0,2.0,3621.0,16534.0,0.78,0.22,0.0,0.0,-1.0,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.0,0.0,,129,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,24,2.0,6858.0,9.0,1196.0,8065.0,0.85,0.15,0.0,0.18,0.22,0.0,0.0,0.0,0.85,0.0,-0.0,0.61,0.01,0.0,
108,TodoComment,392.0,22785.0,2134.0,7724.0,33035.0,0.7,0.25,0.08,0.16,-0.37,0.05,0.09,0.04,0.72,-0.02,-0.07,0.8,0.39,0.0,,153,12632,239,9504,22528,0.57,0.43,0.02,0.39,-0.09,0.02,0.02,0.02,0.57,-0.0,-0.01,0.99,0.13,0.0,,145.03468966172932,-50.47666923591606,False,0.1094237452549462,0.12,2003,262,2601,145241,4032,109006,260880,0.57,0.43,0.03,0.39,-0.08,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.17,0.0,,94,180.0,12136.0,777.0,3441.0,16534.0,0.74,0.22,0.06,0.19,-0.14,0.05,0.06,0.04,0.75,-0.0,-0.05,0.76,0.32,0.0,,60,41.0,5072.0,67.0,3256.0,8436.0,0.61,0.39,0.01,0.38,-0.03,0.01,0.01,0.01,0.61,-0.0,-0.01,0.97,0.1,0.0,,112,171.0,5577.0,1290.0,1027.0,8065.0,0.71,0.15,0.18,0.12,-0.21,0.14,0.19,0.07,0.72,-0.02,-0.16,0.61,0.68,0.0,
109,ThrowsCount,24.0,24788.0,131.0,8092.0,33035.0,0.75,0.25,0.0,0.15,-0.37,0.0,0.01,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,9,12843,28,9648,22528,0.57,0.43,0.0,0.24,-0.43,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,,119.47522224534862,-76.03613665229676,False,0.024737331786509567,0.15000000000000002,148,27,25,149222,51,111582,260880,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,,106,10.0,12865.0,48.0,3611.0,16534.0,0.78,0.22,0.0,0.17,-0.21,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.03,0.0,,100,1.0,5136.0,3.0,3296.0,8436.0,0.61,0.39,0.0,0.25,-0.36,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,91,13.0,6787.0,80.0,1185.0,8065.0,0.84,0.15,0.01,0.14,-0.06,0.01,0.01,0.01,0.84,-0.0,-0.01,0.61,0.09,0.0,
110,MemberName,232.0,23658.0,1261.0,7884.0,33035.0,0.72,0.25,0.05,0.16,-0.37,0.03,0.05,0.02,0.73,-0.01,-0.04,0.8,0.27,0.0,,53,12804,67,9604,22528,0.57,0.43,0.01,0.44,0.03,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.05,0.0,,132.79491246417882,-62.71644643346656,False,0.7180993889204137,0.06000000000000005,1025,70,5165,141154,8119,106442,260880,0.56,0.43,0.05,0.39,-0.09,0.05,0.05,0.04,0.56,-0.01,-0.02,0.98,0.29,0.0,,125,85.0,12381.0,532.0,3536.0,16534.0,0.75,0.22,0.04,0.14,-0.37,0.02,0.04,0.02,0.76,-0.01,-0.03,0.76,0.23,0.0,,48,27.0,5099.0,40.0,3270.0,8436.0,0.61,0.39,0.01,0.4,0.03,0.01,0.01,0.01,0.61,0.0,-0.0,0.97,0.07,0.0,,70,120.0,6178.0,689.0,1078.0,8065.0,0.78,0.15,0.1,0.15,-0.0,0.1,0.1,0.06,0.78,-0.0,-0.08,0.61,0.47,0.0,
111,SimplifyBooleanExpression,58.0,24597.0,322.0,8058.0,33035.0,0.75,0.25,0.01,0.15,-0.38,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,29,12848,23,9628,22528,0.57,0.43,0.0,0.56,0.3,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.02,0.0,,176.51389806272834,-18.997460834917035,False,0.2492191093450923,0.11,331,42,900,148476,797,110707,260880,0.57,0.43,0.01,0.53,0.24,0.01,0.01,0.01,0.57,0.0,0.0,0.98,0.06,0.0,,119,20.0,12798.0,115.0,3601.0,16534.0,0.78,0.22,0.01,0.15,-0.32,0.01,0.01,0.01,0.78,-0.0,-0.01,0.76,0.07,0.0,,84,2.0,5135.0,4.0,3295.0,8436.0,0.61,0.39,0.0,0.33,-0.15,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,64,36.0,6664.0,203.0,1162.0,8065.0,0.83,0.15,0.03,0.15,0.01,0.03,0.03,0.03,0.83,0.0,-0.02,0.61,0.19,0.0,
112,AnnotationUseStyle,128.0,24211.0,708.0,7988.0,33035.0,0.74,0.25,0.03,0.15,-0.38,0.02,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,,37,12828,43,9620,22528,0.57,0.43,0.0,0.46,0.08,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,,122.20827751851324,-73.30308137913215,False,0.034857251118801766,0.07999999999999996,572,53,2126,147387,1886,109481,260880,0.57,0.43,0.02,0.53,0.24,0.02,0.01,0.02,0.57,0.01,0.0,0.98,0.11,0.0,,99,78.0,12560.0,353.0,3543.0,16534.0,0.76,0.22,0.03,0.18,-0.17,0.02,0.03,0.02,0.77,-0.0,-0.02,0.76,0.17,0.0,,106,23.0,5052.0,87.0,3274.0,8436.0,0.6,0.39,0.01,0.21,-0.47,0.01,0.02,0.01,0.61,-0.01,-0.01,0.97,0.1,0.0,,128,27.0,6599.0,268.0,1171.0,8065.0,0.82,0.15,0.04,0.09,-0.38,0.02,0.04,0.02,0.83,-0.01,-0.04,0.61,0.23,0.0,
