Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_prev_touch_ago,cond_mean_diff_prev_touch_ago,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
24,ImportControl,8255.0,12.0,24764.0,4.0,33035.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,-0.67,0.81,0.01,0.0,,0,13460,0,9068,22528,0.6,0.4,0.0,0.0,-1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.97,0.0,0.0,,36825.42584199055,7.642481665388915,False,0.003363275860675513,0.0,22520,0,87,137824,98,122871,260880,0.53,0.47,0.0,0.47,-0.0,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,,78,4286.0,5.0,12240.0,3.0,16534.0,0.26,0.26,1.0,0.26,-0.0,1.0,1.0,0.26,0.26,-0.0,-0.65,0.83,0.01,0.0,,74,2729.0,3.0,5703.0,1.0,8436.0,0.32,0.32,1.0,0.32,0.0,1.0,1.0,0.32,0.32,0.0,-0.52,0.91,0.01,0.0,,62,1240.0,4.0,6821.0,0.0,8065.0,0.15,0.15,1.0,0.15,0.0,1.0,1.0,0.15,0.15,0.0,-0.82,0.62,0.01,0.0,
25,SimplifyBooleanReturn,32.0,24678.0,98.0,8227.0,33035.0,0.75,0.25,0.0,0.25,-0.02,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,,8,13448,12,9060,22528,0.6,0.4,0.0,0.4,-0.01,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.01,0.0,,36028.849369203424,-788.9339911217322,False,0.0538249944913418,0.14,119,19,188,137584,338,122770,260880,0.53,0.47,0.0,0.36,-0.24,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.02,0.0,,29,10.0,12223.0,22.0,4279.0,16534.0,0.74,0.26,0.0,0.31,0.2,0.0,0.0,0.0,0.74,0.0,-0.0,0.83,0.02,0.0,,3,1.0,5706.0,0.0,2729.0,8436.0,0.68,0.32,0.0,1.0,2.09,0.0,0.0,0.0,0.68,0.0,0.0,0.91,0.0,0.0,,10,21.0,6749.0,76.0,1219.0,8065.0,0.84,0.15,0.01,0.22,0.41,0.02,0.01,0.02,0.84,0.0,-0.01,0.62,0.09,0.0,
26,DesignForExtension,5265.0,8527.0,16249.0,2994.0,33035.0,0.42,0.25,0.65,0.24,-0.02,0.64,0.66,0.21,0.42,-0.02,-0.44,0.81,0.93,0.0,,567,12657,803,8501,22528,0.59,0.4,0.06,0.41,0.03,0.06,0.06,0.06,0.59,0.0,-0.02,0.97,0.33,0.0,,36212.89932064123,-604.8840396839296,False,0.22003924989396173,0.010000000000000007,15032,205,16157,124363,13559,106801,260880,0.54,0.47,0.11,0.54,0.15,0.13,0.1,0.12,0.52,0.03,0.02,1.0,0.51,0.0,,83,2902.0,3689.0,8556.0,1387.0,16534.0,0.4,0.26,0.69,0.25,-0.02,0.68,0.7,0.23,0.41,-0.02,-0.46,0.83,0.89,0.0,,64,1564.0,2693.0,3013.0,1166.0,8436.0,0.5,0.32,0.54,0.34,0.06,0.57,0.53,0.27,0.48,0.04,-0.25,0.91,0.99,0.0,,87,799.0,2145.0,4680.0,441.0,8065.0,0.37,0.15,0.68,0.15,-0.05,0.64,0.69,0.13,0.38,-0.03,-0.57,0.62,0.91,0.0,
27,InvalidJavadocPosition,216.0,24108.0,668.0,8043.0,33035.0,0.74,0.25,0.03,0.24,-0.02,0.03,0.03,0.02,0.74,-0.0,-0.02,0.81,0.18,0.0,,47,13356,104,9021,22528,0.59,0.4,0.01,0.31,-0.23,0.01,0.01,0.01,0.6,-0.0,-0.0,0.97,0.06,0.0,,39080.304766018686,2262.5214056935292,False,0.07236980867762867,0.15000000000000002,680,123,924,136381,1541,122034,260880,0.53,0.47,0.01,0.37,-0.2,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.08,0.0,,15,91.0,12078.0,167.0,4198.0,16534.0,0.74,0.26,0.02,0.35,0.36,0.02,0.01,0.02,0.73,0.0,-0.01,0.83,0.12,0.0,,43,18.0,5680.0,26.0,2712.0,8436.0,0.68,0.32,0.01,0.41,0.26,0.01,0.0,0.01,0.67,0.0,-0.0,0.91,0.05,0.0,,22,107.0,6350.0,475.0,1133.0,8065.0,0.8,0.15,0.07,0.18,0.2,0.09,0.07,0.06,0.8,0.01,-0.05,0.62,0.37,0.0,
28,MissingCtor,3134.0,15135.0,9641.0,5125.0,33035.0,0.55,0.25,0.39,0.25,-0.02,0.38,0.39,0.18,0.56,-0.01,-0.26,0.81,0.96,0.0,,188,13185,275,8880,22528,0.59,0.4,0.02,0.41,0.01,0.02,0.02,0.02,0.59,0.0,-0.01,0.97,0.14,0.0,,36293.718704130755,-524.0646561944086,False,0.07281957616457735,0.030000000000000027,9230,329,14001,126123,11799,108957,260880,0.54,0.47,0.1,0.54,0.15,0.11,0.09,0.1,0.52,0.03,0.02,1.0,0.47,0.0,,89,1575.0,7611.0,4634.0,2714.0,16534.0,0.56,0.26,0.38,0.25,-0.02,0.37,0.38,0.18,0.56,-0.01,-0.25,0.83,0.95,0.0,,78,1031.0,3541.0,2165.0,1699.0,8436.0,0.54,0.32,0.38,0.32,-0.0,0.38,0.38,0.21,0.54,-0.0,-0.2,0.91,0.96,0.0,,52,528.0,3983.0,2842.0,712.0,8065.0,0.56,0.15,0.42,0.16,0.02,0.43,0.42,0.13,0.56,0.0,-0.34,0.62,0.98,0.0,
29,LineLength,7536.0,1109.0,23667.0,723.0,33035.0,0.26,0.25,0.94,0.24,-0.03,0.91,0.96,0.24,0.28,-0.06,-0.65,0.81,0.31,0.0,,1156,11920,1540,7912,22528,0.58,0.4,0.12,0.43,0.07,0.13,0.11,0.11,0.57,0.01,-0.03,0.97,0.53,0.0,,35971.999394525694,-845.7839657994627,False,0.8469621108431062,0.0,21603,39,10884,121965,15957,112074,260880,0.51,0.47,0.1,0.41,-0.14,0.09,0.12,0.08,0.52,-0.03,-0.04,1.0,0.48,0.0,,81,4147.0,175.0,12070.0,142.0,16534.0,0.26,0.26,0.98,0.26,-0.01,0.97,0.99,0.25,0.27,-0.03,-0.65,0.83,0.14,0.0,,86,2162.0,902.0,4804.0,568.0,8436.0,0.36,0.32,0.83,0.31,-0.04,0.79,0.84,0.29,0.39,-0.06,-0.46,0.91,0.67,0.0,,57,1227.0,32.0,6793.0,13.0,8065.0,0.16,0.15,0.99,0.15,-0.0,0.99,1.0,0.15,0.16,-0.01,-0.82,0.62,0.05,0.0,
30,MultipleVariableDeclarations,280.0,23902.0,874.0,7979.0,33035.0,0.73,0.25,0.03,0.24,-0.03,0.03,0.04,0.03,0.73,-0.0,-0.02,0.81,0.22,0.0,,44,13390,70,9024,22528,0.6,0.4,0.01,0.39,-0.04,0.0,0.01,0.0,0.6,-0.0,-0.0,0.97,0.05,0.0,,34746.44560755879,-2071.337752766369,False,0.09511458873994967,0.07999999999999996,853,72,4672,132787,5135,118286,260880,0.53,0.47,0.04,0.48,0.01,0.04,0.04,0.04,0.53,0.0,-0.0,1.0,0.23,0.0,,17,125.0,11994.0,251.0,4164.0,16534.0,0.73,0.26,0.02,0.33,0.28,0.03,0.02,0.03,0.73,0.0,-0.01,0.83,0.16,0.0,,117,2.0,5696.0,10.0,2728.0,8436.0,0.68,0.32,0.0,0.17,-0.48,0.0,0.0,0.0,0.68,-0.0,-0.0,0.91,0.02,0.0,,15,153.0,6212.0,613.0,1087.0,8065.0,0.79,0.15,0.09,0.2,0.3,0.12,0.09,0.08,0.78,0.01,-0.07,0.62,0.45,0.0,
31,JavadocParagraph,1557.0,19926.0,4850.0,6702.0,33035.0,0.65,0.25,0.19,0.24,-0.03,0.19,0.2,0.12,0.65,-0.0,-0.13,0.81,0.71,0.0,,278,12929,531,8790,22528,0.59,0.4,0.04,0.34,-0.15,0.03,0.04,0.03,0.59,-0.01,-0.02,0.97,0.22,0.0,,38651.43682589477,1833.6534655696162,False,0.1771002375584111,0.09999999999999998,5512,601,12582,125395,12527,110376,260880,0.53,0.47,0.1,0.5,0.06,0.1,0.09,0.09,0.52,0.01,0.0,1.0,0.46,0.0,,49,813.0,10207.0,2038.0,3476.0,16534.0,0.67,0.26,0.17,0.29,0.1,0.19,0.17,0.13,0.66,0.01,-0.1,0.83,0.66,0.0,,42,267.0,5320.0,386.0,2463.0,8436.0,0.66,0.32,0.08,0.41,0.26,0.1,0.07,0.09,0.65,0.02,-0.02,0.91,0.39,0.0,,36,477.0,4399.0,2426.0,763.0,8065.0,0.6,0.15,0.36,0.16,0.07,0.38,0.36,0.13,0.6,0.01,-0.29,0.62,0.94,0.0,
32,WhitespaceAround,1898.0,18745.0,6031.0,6361.0,33035.0,0.62,0.25,0.24,0.24,-0.04,0.23,0.24,0.13,0.63,-0.01,-0.17,0.81,0.8,0.0,,726,12492,968,8342,22528,0.59,0.4,0.08,0.43,0.06,0.08,0.07,0.07,0.58,0.01,-0.02,0.97,0.39,0.0,,37514.49616873035,696.7128084051947,False,0.16366976052439286,0.13,5930,901,10017,124958,12964,112941,260880,0.52,0.47,0.09,0.44,-0.08,0.08,0.09,0.07,0.52,-0.01,-0.02,1.0,0.43,0.0,,53,1027.0,9595.0,2650.0,3262.0,16534.0,0.64,0.26,0.22,0.28,0.08,0.24,0.22,0.15,0.63,0.01,-0.13,0.83,0.76,0.0,,58,350.0,5110.0,596.0,2380.0,8436.0,0.65,0.32,0.11,0.37,0.14,0.13,0.1,0.11,0.64,0.02,-0.04,0.91,0.51,0.0,,51,521.0,4040.0,2785.0,719.0,8065.0,0.57,0.15,0.41,0.16,0.02,0.42,0.41,0.13,0.56,0.01,-0.33,0.62,0.98,0.0,
33,JavadocVariable,6360.0,4605.0,20171.0,1899.0,33035.0,0.33,0.25,0.8,0.24,-0.04,0.77,0.81,0.22,0.35,-0.05,-0.56,0.81,0.72,0.0,,739,12460,1000,8329,22528,0.59,0.4,0.08,0.42,0.06,0.08,0.07,0.07,0.58,0.01,-0.02,0.97,0.39,0.0,,35833.384931710934,-984.3984286142222,False,0.22214572838819288,0.010000000000000007,18581,159,19535,109885,28037,103423,260880,0.5,0.47,0.18,0.41,-0.13,0.16,0.2,0.13,0.52,-0.04,-0.06,1.0,0.69,0.0,,77,3649.0,1782.0,10463.0,640.0,16534.0,0.33,0.26,0.85,0.26,-0.0,0.85,0.85,0.25,0.33,-0.0,-0.56,0.83,0.6,0.0,,83,1590.0,2292.0,3414.0,1140.0,8436.0,0.46,0.32,0.59,0.32,-0.02,0.58,0.6,0.26,0.47,-0.01,-0.32,0.91,0.97,0.0,,73,1121.0,531.0,6294.0,119.0,8065.0,0.2,0.15,0.92,0.15,-0.02,0.9,0.92,0.15,0.21,-0.02,-0.76,0.62,0.4,0.0,
34,WhitespaceAfter,1304.0,20660.0,4116.0,6955.0,33035.0,0.66,0.25,0.16,0.24,-0.04,0.16,0.17,0.11,0.67,-0.0,-0.11,0.81,0.64,0.0,,460,12782,678,8608,22528,0.59,0.4,0.05,0.4,0.0,0.05,0.05,0.05,0.59,0.0,-0.02,0.97,0.29,0.0,,37771.50389222426,953.7205318991037,False,0.18340756094458247,0.13,3993,602,8100,124130,13792,114858,260880,0.51,0.47,0.08,0.37,-0.21,0.07,0.1,0.06,0.52,-0.03,-0.04,1.0,0.42,0.0,,41,698.0,10616.0,1629.0,3591.0,16534.0,0.68,0.26,0.14,0.3,0.16,0.16,0.13,0.12,0.67,0.02,-0.08,0.83,0.59,0.0,,24,161.0,5546.0,160.0,2569.0,8436.0,0.68,0.32,0.04,0.5,0.55,0.06,0.03,0.06,0.66,0.02,0.0,0.91,0.23,0.0,,42,445.0,4498.0,2327.0,795.0,8065.0,0.61,0.15,0.34,0.16,0.04,0.36,0.34,0.12,0.61,0.01,-0.28,0.62,0.93,0.0,
35,HideUtilityClassConstructor,497.0,23206.0,1570.0,7762.0,33035.0,0.72,0.25,0.06,0.24,-0.04,0.06,0.06,0.05,0.72,-0.0,-0.04,0.81,0.34,0.0,,13,13428,32,9055,22528,0.6,0.4,0.0,0.29,-0.28,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.02,0.0,,36226.91511350488,-590.8682468202824,False,0.007796491200354697,0.030000000000000027,1408,45,5555,132512,5410,117403,260880,0.53,0.47,0.04,0.51,0.07,0.05,0.04,0.04,0.53,0.01,0.0,1.0,0.25,0.0,,107,235.0,11515.0,730.0,4054.0,16534.0,0.71,0.26,0.06,0.24,-0.06,0.05,0.06,0.05,0.71,-0.0,-0.04,0.83,0.32,0.0,,91,171.0,5288.0,418.0,2559.0,8436.0,0.65,0.32,0.07,0.29,-0.1,0.06,0.07,0.05,0.65,-0.01,-0.04,0.91,0.37,0.0,,26,91.0,6403.0,422.0,1149.0,8065.0,0.81,0.15,0.06,0.18,0.15,0.07,0.06,0.05,0.8,0.0,-0.05,0.62,0.34,0.0,
36,SimplifyBooleanExpression,90.0,24486.0,290.0,8169.0,33035.0,0.74,0.25,0.01,0.24,-0.05,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.09,0.0,,21,13429,31,9047,22528,0.6,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,-0.0,0.97,0.02,0.0,,33890.8553470804,-2926.928013244753,False,0.2492191093450923,0.11,342,41,680,136905,1017,122278,260880,0.53,0.47,0.01,0.4,-0.15,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.06,0.0,,113,31.0,12141.0,104.0,4258.0,16534.0,0.74,0.26,0.01,0.23,-0.11,0.01,0.01,0.01,0.74,-0.0,-0.01,0.83,0.07,0.0,,116,1.0,5701.0,5.0,2729.0,8436.0,0.68,0.32,0.0,0.17,-0.48,0.0,0.0,0.0,0.68,-0.0,-0.0,0.91,0.01,0.0,,6,58.0,6644.0,181.0,1182.0,8065.0,0.83,0.15,0.03,0.24,0.58,0.05,0.03,0.04,0.83,0.01,-0.02,0.62,0.19,0.0,
37,FinalParameters,6454.0,4042.0,20734.0,1805.0,33035.0,0.32,0.25,0.82,0.24,-0.05,0.78,0.84,0.22,0.34,-0.06,-0.58,0.81,0.67,0.0,,805,12500,960,8263,22528,0.59,0.4,0.08,0.46,0.13,0.09,0.07,0.08,0.58,0.01,-0.01,0.97,0.4,0.0,,35620.10316220871,-1197.6801981164465,False,0.8195777064038515,0.010000000000000007,18679,105,6304,131171,6751,116654,260880,0.53,0.47,0.05,0.48,0.02,0.05,0.05,0.05,0.53,0.0,-0.0,1.0,0.29,0.0,,104,3533.0,1629.0,10616.0,756.0,16534.0,0.31,0.26,0.86,0.25,-0.04,0.82,0.87,0.24,0.33,-0.05,-0.58,0.83,0.6,0.0,,82,1790.0,1833.0,3873.0,940.0,8436.0,0.43,0.32,0.67,0.32,-0.02,0.66,0.68,0.27,0.44,-0.02,-0.37,0.91,0.91,0.0,,64,1131.0,580.0,6245.0,109.0,8065.0,0.21,0.15,0.91,0.15,-0.0,0.91,0.92,0.15,0.21,-0.0,-0.75,0.62,0.42,0.0,
38,AnnotationOnSameLine,6122.0,5039.0,19737.0,2137.0,33035.0,0.34,0.25,0.78,0.24,-0.05,0.74,0.8,0.22,0.36,-0.06,-0.55,0.81,0.76,0.0,,720,12335,1125,8348,22528,0.58,0.4,0.08,0.39,-0.03,0.08,0.08,0.07,0.58,-0.0,-0.03,0.97,0.41,0.0,,35372.12310095219,-1445.6602593729694,False,0.7714119782226878,0.010000000000000007,18503,117,11814,108125,29797,111144,260880,0.46,0.47,0.16,0.28,-0.4,0.1,0.22,0.08,0.52,-0.12,-0.13,1.0,0.63,0.02,,103,3331.0,2210.0,10035.0,958.0,16534.0,0.34,0.26,0.81,0.25,-0.04,0.78,0.82,0.23,0.35,-0.05,-0.55,0.83,0.7,0.0,,77,1751.0,2053.0,3653.0,979.0,8436.0,0.45,0.32,0.64,0.32,0.0,0.64,0.64,0.27,0.45,0.0,-0.33,0.91,0.94,0.0,,88,1040.0,776.0,6049.0,200.0,8065.0,0.23,0.15,0.88,0.15,-0.05,0.84,0.89,0.14,0.24,-0.05,-0.73,0.62,0.53,0.0,
39,SingleSpaceSeparator,954.0,21725.0,3051.0,7305.0,33035.0,0.69,0.25,0.12,0.24,-0.05,0.12,0.12,0.08,0.69,-0.0,-0.08,0.81,0.53,0.0,,301,12936,524,8767,22528,0.59,0.4,0.04,0.36,-0.09,0.03,0.04,0.03,0.59,-0.0,-0.02,0.97,0.23,0.0,,35846.537076478635,-971.246283846529,False,0.1429747307491628,0.15000000000000002,3293,587,5384,130291,7631,117574,260880,0.52,0.47,0.05,0.41,-0.12,0.04,0.06,0.04,0.53,-0.01,-0.02,1.0,0.29,0.0,,44,469.0,11134.0,1111.0,3820.0,16534.0,0.7,0.26,0.1,0.3,0.14,0.11,0.09,0.09,0.69,0.01,-0.05,0.83,0.45,0.0,,21,160.0,5575.0,131.0,2570.0,8436.0,0.68,0.32,0.03,0.55,0.7,0.06,0.02,0.06,0.66,0.02,0.01,0.91,0.22,0.01,,69,325.0,5016.0,1809.0,915.0,8065.0,0.66,0.15,0.26,0.15,-0.01,0.26,0.27,0.11,0.66,-0.0,-0.22,0.62,0.83,0.0,
40,MissingJavadocMethod,5571.0,6969.0,17807.0,2688.0,33035.0,0.38,0.25,0.71,0.24,-0.05,0.67,0.72,0.21,0.4,-0.04,-0.49,0.81,0.87,0.0,,667,12546,914,8401,22528,0.59,0.4,0.07,0.42,0.05,0.07,0.07,0.07,0.58,0.0,-0.02,0.97,0.37,0.0,,36028.16919069406,-789.6141696310951,False,0.7103871201738242,0.020000000000000014,16242,284,15116,108544,29378,107842,260880,0.47,0.47,0.17,0.34,-0.28,0.12,0.21,0.1,0.52,-0.09,-0.1,1.0,0.66,0.01,,96,2941.0,3440.0,8805.0,1348.0,16534.0,0.39,0.26,0.71,0.25,-0.03,0.69,0.72,0.22,0.4,-0.03,-0.48,0.83,0.87,0.0,,84,1748.0,1917.0,3789.0,982.0,8436.0,0.43,0.32,0.66,0.32,-0.02,0.64,0.66,0.27,0.44,-0.02,-0.36,0.91,0.93,0.0,,92,882.0,1612.0,5213.0,358.0,8065.0,0.31,0.15,0.76,0.14,-0.06,0.71,0.76,0.14,0.32,-0.04,-0.63,0.62,0.8,0.0,
41,RedundantModifier,673.0,22583.0,2193.0,7586.0,33035.0,0.7,0.25,0.09,0.23,-0.06,0.08,0.09,0.06,0.71,-0.0,-0.06,0.81,0.43,0.0,,132,13250,210,8936,22528,0.59,0.4,0.02,0.39,-0.04,0.01,0.02,0.01,0.59,-0.0,-0.01,0.97,0.11,0.0,,36938.95556991953,121.17220959437692,False,0.4562030464727767,0.08999999999999997,2231,226,7158,129989,7933,115800,260880,0.53,0.47,0.06,0.47,0.01,0.06,0.06,0.05,0.53,0.0,-0.01,1.0,0.32,0.0,,35,314.0,11537.0,708.0,3975.0,16534.0,0.72,0.26,0.06,0.31,0.18,0.07,0.06,0.06,0.71,0.01,-0.03,0.83,0.33,0.0,,45,126.0,5521.0,185.0,2604.0,8436.0,0.67,0.32,0.04,0.41,0.25,0.05,0.03,0.04,0.66,0.01,-0.01,0.91,0.23,0.0,,67,233.0,5525.0,1300.0,1007.0,8065.0,0.71,0.15,0.19,0.15,-0.01,0.19,0.19,0.09,0.71,-0.0,-0.16,0.62,0.7,0.0,
42,UpperEll,26.0,24691.0,85.0,8233.0,33035.0,0.75,0.25,0.0,0.23,-0.06,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,5,13449,11,9063,22528,0.6,0.4,0.0,0.31,-0.22,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.01,0.0,,32231.83919980306,-4585.944160522096,False,0.031561128540052004,0.17000000000000004,72,15,153,137790,132,122805,260880,0.53,0.47,0.0,0.54,0.14,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,,10,13.0,12223.0,22.0,4276.0,16534.0,0.74,0.26,0.0,0.37,0.43,0.0,0.0,0.0,0.74,0.0,-0.0,0.83,0.02,0.0,,135,0.0,5706.0,0.0,2730.0,8436.0,0.68,0.32,0.0,0.0,-1.0,0.0,0.0,0.0,0.68,-0.0,-0.0,0.91,0.0,-0.0,,30,13.0,6762.0,63.0,1227.0,8065.0,0.84,0.15,0.01,0.17,0.11,0.01,0.01,0.01,0.84,0.0,-0.01,0.62,0.08,0.0,
43,EmptyLineSeparator,5184.0,7853.0,16923.0,3075.0,33035.0,0.39,0.25,0.67,0.23,-0.06,0.63,0.68,0.21,0.42,-0.05,-0.47,0.81,0.92,0.0,,675,12512,948,8393,22528,0.59,0.4,0.07,0.42,0.03,0.07,0.07,0.07,0.58,0.0,-0.02,0.97,0.37,0.0,,35512.60626868146,-1305.1770916436944,False,0.4322770440716645,0.020000000000000014,15794,250,13100,117550,20372,109858,260880,0.5,0.47,0.13,0.39,-0.17,0.11,0.15,0.09,0.52,-0.04,-0.05,1.0,0.55,0.0,,76,2986.0,3676.0,8569.0,1303.0,16534.0,0.4,0.26,0.7,0.26,-0.0,0.7,0.7,0.23,0.4,-0.0,-0.46,0.83,0.88,0.0,,72,1145.0,3355.0,2351.0,1585.0,8436.0,0.53,0.32,0.41,0.33,0.01,0.42,0.41,0.23,0.53,0.01,-0.21,0.91,0.98,0.0,,75,1053.0,822.0,6003.0,187.0,8065.0,0.23,0.15,0.87,0.15,-0.03,0.85,0.88,0.15,0.24,-0.03,-0.73,0.62,0.54,0.0,
44,AbbreviationAsWordInName,311.0,23770.0,1006.0,7948.0,33035.0,0.73,0.25,0.04,0.24,-0.06,0.04,0.04,0.03,0.73,-0.0,-0.03,0.81,0.24,0.0,,29,13418,42,9039,22528,0.6,0.4,0.0,0.41,0.01,0.0,0.0,0.0,0.6,0.0,-0.0,0.97,0.03,0.0,,36943.872077734835,126.08871740968607,False,0.17539752794743496,0.040000000000000036,1038,48,2273,134698,3224,120685,260880,0.53,0.47,0.02,0.41,-0.12,0.02,0.02,0.02,0.53,-0.0,-0.01,1.0,0.15,0.0,,27,161.0,11893.0,352.0,4128.0,16534.0,0.73,0.26,0.03,0.31,0.21,0.04,0.03,0.03,0.73,0.0,-0.02,0.83,0.2,0.0,,44,36.0,5654.0,52.0,2694.0,8436.0,0.67,0.32,0.01,0.41,0.26,0.01,0.01,0.01,0.67,0.0,-0.0,0.91,0.08,0.0,,41,114.0,6223.0,602.0,1126.0,8065.0,0.79,0.15,0.09,0.16,0.04,0.09,0.09,0.06,0.78,0.0,-0.07,0.62,0.43,0.0,
45,MethodName,179.0,24197.0,579.0,8080.0,33035.0,0.74,0.25,0.02,0.24,-0.06,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.16,0.0,,25,13418,42,9043,22528,0.6,0.4,0.0,0.37,-0.07,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.03,0.0,,36862.68544098254,44.90208065738261,False,0.2687824522731841,0.06000000000000005,616,36,2377,134927,2995,120581,260880,0.53,0.47,0.02,0.44,-0.06,0.02,0.02,0.02,0.53,-0.0,-0.0,1.0,0.14,0.0,,9,74.0,12123.0,122.0,4215.0,16534.0,0.74,0.26,0.01,0.38,0.46,0.02,0.01,0.02,0.73,0.0,-0.0,0.83,0.09,0.0,,30,6.0,5700.0,6.0,2724.0,8436.0,0.68,0.32,0.0,0.5,0.55,0.0,0.0,0.0,0.68,0.0,-0.0,0.91,0.02,0.0,,24,99.0,6374.0,451.0,1141.0,8065.0,0.8,0.15,0.07,0.18,0.17,0.08,0.07,0.06,0.8,0.0,-0.05,0.62,0.36,0.0,
46,OneStatementPerLine,84.0,24504.0,272.0,8175.0,33035.0,0.74,0.25,0.01,0.24,-0.06,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.09,0.0,,22,13425,35,9046,22528,0.6,0.4,0.0,0.39,-0.04,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.03,0.0,,35699.307409678186,-1118.4759506469784,False,0.14123812674714487,0.13,289,43,3408,133523,4399,119550,260880,0.52,0.47,0.03,0.44,-0.07,0.03,0.03,0.03,0.53,-0.0,-0.01,1.0,0.19,0.0,,14,30.0,12190.0,55.0,4259.0,16534.0,0.74,0.26,0.01,0.35,0.36,0.01,0.0,0.01,0.74,0.0,-0.0,0.83,0.05,0.0,,27,4.0,5702.0,4.0,2726.0,8436.0,0.68,0.32,0.0,0.5,0.55,0.0,0.0,0.0,0.68,0.0,-0.0,0.91,0.01,0.0,,19,50.0,6612.0,213.0,1190.0,8065.0,0.83,0.15,0.03,0.19,0.24,0.04,0.03,0.03,0.82,0.0,-0.02,0.62,0.21,0.0,
47,InterfaceIsType,28.0,24683.0,93.0,8231.0,33035.0,0.75,0.25,0.0,0.23,-0.07,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,1,13458,2,9067,22528,0.6,0.4,0.0,0.33,-0.17,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.0,0.0,,38595.296541109,1777.5131807838407,False,0.0136713501248395,0.030000000000000027,112,3,99,137741,181,122859,260880,0.53,0.47,0.0,0.35,-0.25,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,,134,9.0,12204.0,41.0,4280.0,16534.0,0.74,0.26,0.0,0.18,-0.31,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.03,0.0,,76,13.0,5679.0,27.0,2717.0,8436.0,0.67,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.67,0.0,-0.0,0.91,0.04,0.0,,17,6.0,6800.0,25.0,1234.0,8065.0,0.84,0.15,0.0,0.19,0.26,0.0,0.0,0.0,0.84,0.0,-0.0,0.62,0.04,0.0,
